Name,id_aluno,Status,Curso
Neon,1561613,Cursando,PUBLIC POLICY
Izabelle,1537343,Cursando,INTERDISCIPLINARY SOCIAL SCIENCES
Jaking,1557549,Interrompido,MATHEMATICS
Flannery,1545972,Cursando,COMMUNICATION DISORDERS SCIENCES AND SERVICES
Tiye,1547507,Interrompido,MATERIALS ENGINEERING AND MATERIALS SCIENCE
Kyna,1549850,Interrompido,ECONOMICS
Ceasar,1559063,Concluído,COMPOSITION AND RHETORIC
Adalina,1536870,Cursando,MISCELLANEOUS ENGINEERING
Adonijah,1560576,Interrompido,ACTUARIAL SCIENCE
Indika,1549564,Cursando,GENERAL BUSINESS
Ruelle,1552589,Concluído,MULTI/INTERDISCIPLINARY STUDIES
Rextyn,1564783,Cursando,MECHANICAL ENGINEERING
Leobardo,1556550,Cursando,GENERAL AGRICULTURE
Tauren,1550475,Concluído,COMPOSITION AND RHETORIC
Jassir,1559849,Cursando,HUMANITIES
Zakariah,1550602,Interrompido,MULTI/INTERDISCIPLINARY STUDIES
Kelechi,1560353,Concluído,MISCELLANEOUS BIOLOGY
Khalid,1553920,Cursando,STUDIO ARTS
Kanyon,1556166,Interrompido,ELECTRICAL ENGINEERING TECHNOLOGY
Zimir,1565074,Interrompido,COMPUTER AND INFORMATION SYSTEMS
Sabria,1546407,Concluído,COGNITIVE SCIENCE AND BIOPSYCHOLOGY
Rylann,1540532,Interrompido,PUBLIC ADMINISTRATION
Elam,1554722,Interrompido,ELEMENTARY EDUCATION
Jani,1541960,Interrompido,COUNSELING PSYCHOLOGY
Fahima,1551415,Concluído,MATERIALS ENGINEERING AND MATERIALS SCIENCE
Bhuvi,1551044,Interrompido,CONSTRUCTION SERVICES
Kailei,1543677,Cursando,MARKETING AND MARKETING RESEARCH
Kendal,1557176,Cursando,BUSINESS MANAGEMENT AND ADMINISTRATION
Leandra,1540233,Concluído,MATERIALS ENGINEERING AND MATERIALS SCIENCE
Maelynne,1549976,Interrompido,ELECTRICAL ENGINEERING
Decker,1554084,Cursando,CRIMINOLOGY
Elianie,1545194,Cursando,ENVIRONMENTAL SCIENCE
Mischa,1564643,Cursando,OTHER FOREIGN LANGUAGES
Allure,1539715,Interrompido,COMMUNICATIONS
Milagro,1539064,Concluído,GENERAL MEDICAL AND HEALTH SERVICES
Keelyn,1545361,Interrompido,GENERAL BUSINESS
Neylani,1543777,Concluído,INFORMATION SCIENCES
Moaaz,1562370,Interrompido,PHYSIOLOGY
Torii,1552835,Concluído,MISCELLANEOUS PSYCHOLOGY
Zalina,1546516,Concluído,INDUSTRIAL AND ORGANIZATIONAL PSYCHOLOGY
Brooklynn,1565374,Interrompido,TRANSPORTATION SCIENCES AND TECHNOLOGIES
Marco,1553430,Interrompido,BIOMEDICAL ENGINEERING
Zachariah,1553582,Concluído,MANAGEMENT INFORMATION SYSTEMS AND STATISTICS
Hiroki,1565761,Interrompido,FILM VIDEO AND PHOTOGRAPHIC ARTS
Hayli,1548081,Concluído,MISCELLANEOUS FINE ARTS
Leibish,1558253,Cursando,FOOD SCIENCE
Ziya,1562667,Interrompido,CLINICAL PSYCHOLOGY
Thanh,1566802,Cursando,ENGINEERING MECHANICS PHYSICS AND SCIENCE
Gertrude,1540111,Cursando,CONSTRUCTION SERVICES
Hadli,1543625,Cursando,ANIMAL SCIENCES
Kacelyn,1543246,Cursando,PSYCHOLOGY
Amauri,1540177,Cursando,COUNSELING PSYCHOLOGY
Jerel,1559488,Interrompido,NAVAL ARCHITECTURE AND MARINE ENGINEERING
Feras,1559816,Interrompido,OCEANOGRAPHY
Alydia,1541412,Concluído,MISCELLANEOUS FINE ARTS
Keanna,1541733,Cursando,PRE-LAW AND LEGAL STUDIES
Syncere,1540673,Cursando,MECHANICAL ENGINEERING RELATED TECHNOLOGIES
Shlome,1556179,Cursando,SOCIAL PSYCHOLOGY
Defne,1541066,Cursando,ENGINEERING TECHNOLOGIES
Nicol,1541784,Concluído,COMMUNITY AND PUBLIC HEALTH
Hutchison,1564231,Cursando,FILM VIDEO AND PHOTOGRAPHIC ARTS
Maykol,1563377,Cursando,APPLIED MATHEMATICS
Chipper,1557264,Concluído,INTERCULTURAL AND INTERNATIONAL STUDIES
Seyven,1566697,Cursando,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION
Jenni,1541720,Interrompido,GEOGRAPHY
Nalayah,1539119,Concluído,COMMUNITY AND PUBLIC HEALTH
Noctis,1558712,Concluído,COSMETOLOGY SERVICES AND CULINARY ARTS
Zakyia,1552966,Concluído,COUNSELING PSYCHOLOGY
Lolani,1547135,Concluído,MATHEMATICS AND COMPUTER SCIENCE
Hendrik,1555684,Interrompido,MOLECULAR BIOLOGY
Destin,1554515,Cursando,BIOLOGY
Copelin,1562889,Cursando,TRANSPORTATION SCIENCES AND TECHNOLOGIES
Vahin,1559648,Concluído,GENERAL AGRICULTURE
Sylvee,1547482,Interrompido,MULTI-DISCIPLINARY OR GENERAL SCIENCE
Jahiem,1558210,Interrompido,FAMILY AND CONSUMER SCIENCES
Marisol,1536370,Concluído,FINANCE
Nikolina,1542985,Interrompido,EDUCATIONAL ADMINISTRATION AND SUPERVISION
Llewelyn,1560899,Concluído,PLANT SCIENCE AND AGRONOMY
Neriyah,1540962,Cursando,"NUCLEAR, INDUSTRIAL RADIOLOGY, AND BIOLOGICAL TECHNOLOGIES"
Ashly,1537362,Cursando,LANGUAGE AND DRAMA EDUCATION
Jaziah,1541289,Concluído,PHILOSOPHY AND RELIGIOUS STUDIES
Kmani,1549828,Concluído,ELECTRICAL ENGINEERING TECHNOLOGY
Odelya,1548550,Cursando,MUSIC
Mukhtar,1561596,Interrompido,GENERAL EDUCATION
Adrion,1558776,Concluído,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION
Willson,1560534,Interrompido,GENERAL SOCIAL SCIENCES
Thaleia,1547497,Concluído,COSMETOLOGY SERVICES AND CULINARY ARTS
Ilai,1560268,Interrompido,MECHANICAL ENGINEERING RELATED TECHNOLOGIES
Maramawit,1547187,Concluído,GENERAL EDUCATION
Senan,1560475,Interrompido,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES
Purav,1566528,Interrompido,LINGUISTICS AND COMPARATIVE LANGUAGE AND LITERATURE
Joliee,1551735,Concluído,PHYSICAL AND HEALTH EDUCATION TEACHING
Maram,1542021,Cursando,THEOLOGY AND RELIGIOUS VOCATIONS
Aleyza,1539204,Interrompido,MULTI/INTERDISCIPLINARY STUDIES
Heylin,1545264,Cursando,POLITICAL SCIENCE AND GOVERNMENT
Kayton,1563241,Concluído,COMPUTER AND INFORMATION SYSTEMS
Coltin,1556833,Concluído,MECHANICAL ENGINEERING
Crescencio,1565456,Interrompido,PHYSICAL SCIENCES
Qamar,1541343,Concluído,MULTI-DISCIPLINARY OR GENERAL SCIENCE
Naeva,1547259,Concluído,GEOLOGY AND EARTH SCIENCE
Asohn,1563879,Cursando,ADVERTISING AND PUBLIC RELATIONS
Avaiya,1542747,Cursando,PHYSICAL SCIENCES
Saliha,1545600,Cursando,MEDICAL TECHNOLOGIES TECHNICIANS
Arora,1544457,Interrompido,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION
Janiah,1538070,Cursando,BIOCHEMICAL SCIENCES
Yonis,1558324,Cursando,COMMERCIAL ART AND GRAPHIC DESIGN
Guy,1554551,Cursando,COUNSELING PSYCHOLOGY
Belal,1558132,Interrompido,NAVAL ARCHITECTURE AND MARINE ENGINEERING
Jacey,1564260,Concluído,COMPUTER ENGINEERING
Rocklin,1562481,Interrompido,ACCOUNTING
Avianah,1541883,Cursando,GENERAL ENGINEERING
Azorah,1545830,Cursando,APPLIED MATHEMATICS
Tanasia,1550467,Cursando,CHEMISTRY
Jaxsun,1561428,Cursando,VISUAL AND PERFORMING ARTS
Vashti,1543859,Interrompido,"ELECTRICAL, MECHANICAL, AND PRECISION TECHNOLOGIES AND PRODUCTION"
God,1565711,Interrompido,FILM VIDEO AND PHOTOGRAPHIC ARTS
Semiya,1552661,Concluído,GENERAL AGRICULTURE
Harlee,1536273,Cursando,FAMILY AND CONSUMER SCIENCES
Braelynne,1549180,Concluído,ENGINEERING TECHNOLOGIES
Berenice,1538870,Interrompido,MUSIC
Riann,1543812,Interrompido,INTERCULTURAL AND INTERNATIONAL STUDIES
Kruz,1554157,Interrompido,FINE ARTS
Khamani,1559895,Concluído,COGNITIVE SCIENCE AND BIOPSYCHOLOGY
Samyra,1539691,Cursando,FOOD SCIENCE
Dio,1556522,Cursando,INDUSTRIAL AND ORGANIZATIONAL PSYCHOLOGY
Blakeley,1538361,Interrompido,MANAGEMENT INFORMATION SYSTEMS AND STATISTICS
Shanyah,1548680,Interrompido,MASS MEDIA
Jaxton,1553488,Cursando,HOSPITALITY MANAGEMENT
Tillian,1550497,Concluído,CHEMICAL ENGINEERING
Evi,1543189,Interrompido,BIOCHEMICAL SCIENCES
Maryclaire,1544227,Interrompido,ENVIRONMENTAL ENGINEERING
Abrianna,1538962,Interrompido,ELECTRICAL ENGINEERING TECHNOLOGY
Easton,1553102,Concluído,CRIMINAL JUSTICE AND FIRE PROTECTION
Amalia,1536033,Concluído,LIBERAL ARTS
Collier,1556001,Cursando,INDUSTRIAL AND MANUFACTURING ENGINEERING
Rehmat,1539390,Cursando,CRIMINOLOGY
Eann,1564108,Concluído,PHYSIOLOGY
Leighanne,1544712,Interrompido,ENGINEERING MECHANICS PHYSICS AND SCIENCE
Vishnu,1558534,Interrompido,GEOLOGY AND EARTH SCIENCE
Aalyah,1542693,Concluído,CHEMISTRY
Tamim,1556815,Concluído,MATERIALS SCIENCE
Kielan,1564469,Cursando,MEDICAL ASSISTING SERVICES
Yuleisy,1552944,Interrompido,CRIMINAL JUSTICE AND FIRE PROTECTION
Jimmy,1553790,Concluído,FINANCE
Kensy,1543709,Cursando,HEALTH AND MEDICAL ADMINISTRATIVE SERVICES
Arynn,1543118,Concluído,ANIMAL SCIENCES
Kaylanii,1541731,Interrompido,ECONOMICS
Gino,1554223,Concluído,AGRICULTURAL ECONOMICS
Rahsaan,1558951,Concluído,PHYSICAL AND HEALTH EDUCATION TEACHING
Santos,1553886,Concluído,MASS MEDIA
Ason,1558125,Interrompido,INDUSTRIAL AND ORGANIZATIONAL PSYCHOLOGY
Yoshiyahu,1566952,Concluído,MATHEMATICS AND COMPUTER SCIENCE
Antione,1557942,Concluído,PHARMACOLOGY
Alette,1545012,Concluído,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION
Mohsen,1559947,Concluído,BIOLOGY
Amour,1537823,Concluído,HEALTH AND MEDICAL PREPARATORY PROGRAMS
Ruckus,1564810,Concluído,PRE-LAW AND LEGAL STUDIES
Nyelli,1542614,Cursando,HEALTH AND MEDICAL PREPARATORY PROGRAMS
Sol,1554377,Cursando,GENERAL BUSINESS
Antonina,1541426,Concluído,BIOLOGICAL ENGINEERING
Miarose,1541330,Interrompido,OTHER FOREIGN LANGUAGES
Jubran,1564362,Cursando,PSYCHOLOGY
Ezekiel,1553085,Concluído,COMMUNICATION DISORDERS SCIENCES AND SERVICES
Marnita,1552209,Cursando,FOOD SCIENCE
Bobby,1554047,Concluído,SOCIAL PSYCHOLOGY
Alizon,1542714,Cursando,MISCELLANEOUS ENGINEERING
Trevan,1564957,Cursando,HEALTH AND MEDICAL PREPARATORY PROGRAMS
Makeen,1561566,Concluído,MUSIC
Jhovanny,1564341,Cursando,MARKETING AND MARKETING RESEARCH
Hux,1557544,Concluído,MECHANICAL ENGINEERING
Perrin,1556480,Cursando,COUNSELING PSYCHOLOGY
Kalanie,1545334,Interrompido,CIVIL ENGINEERING
Camira,1549219,Concluído,MISCELLANEOUS ENGINEERING TECHNOLOGIES
Jp,1565973,Concluído,MISCELLANEOUS SOCIAL SCIENCES
Brandy,1539022,Concluído,UNITED STATES HISTORY
Mahia,1546204,Cursando,NAVAL ARCHITECTURE AND MARINE ENGINEERING
Niall,1554873,Cursando,MISCELLANEOUS SOCIAL SCIENCES
Nicklaus,1558476,Cursando,SOCIOLOGY
Ridley,1554781,Concluído,PETROLEUM ENGINEERING
Arlyn,1539971,Interrompido,MARKETING AND MARKETING RESEARCH
Masih,1563367,Concluído,GENERAL MEDICAL AND HEALTH SERVICES
Kartikeya,1563225,Concluído,PHYSICS
Kashtynn,1566047,Concluído,ENGINEERING MECHANICS PHYSICS AND SCIENCE
Ameia,1545032,Cursando,METALLURGICAL ENGINEERING
Vianny,1550527,Interrompido,COUNSELING PSYCHOLOGY
Avalyn,1536719,Cursando,PHYSICAL AND HEALTH EDUCATION TEACHING
Kavya,1537989,Cursando,MULTI/INTERDISCIPLINARY STUDIES
Andersyn,1542729,Cursando,APPLIED MATHEMATICS
Aveion,1559730,Interrompido,INDUSTRIAL AND MANUFACTURING ENGINEERING
Madilynn,1536017,Cursando,CLINICAL PSYCHOLOGY
Sirenity,1547453,Cursando,INTERNATIONAL BUSINESS
Erich,1558401,Cursando,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION
Eisen,1559092,Concluído,MISCELLANEOUS AGRICULTURE
Geordan,1565701,Interrompido,SPECIAL NEEDS EDUCATION
Edrian,1559089,Concluído,MISCELLANEOUS EDUCATION
Jaslynn,1537871,Cursando,BIOLOGY
Midoriya,1563391,Interrompido,INTERDISCIPLINARY SOCIAL SCIENCES
Elonzo,1559430,Cursando,INTERDISCIPLINARY SOCIAL SCIENCES
Aeri,1548927,Concluído,ECONOMICS
Elienai,1551331,Cursando,LIBRARY SCIENCE
Johnni,1548192,Concluído,MISCELLANEOUS HEALTH MEDICAL PROFESSIONS
Haydyn,1544610,Cursando,MISCELLANEOUS EDUCATION
Taj,1540998,Cursando,OPERATIONS LOGISTICS AND E-COMMERCE
Olimpia,1550195,Concluído,TREATMENT THERAPY PROFESSIONS
Lina,1536157,Interrompido,UNITED STATES HISTORY
Hilary,1541701,Cursando,ANTHROPOLOGY AND ARCHEOLOGY
An,1558117,Concluído,LIBERAL ARTS
Una,1538853,Interrompido,GENETICS
Adrienne,1536670,Interrompido,CRIMINOLOGY
Light,1547122,Concluído,INTERCULTURAL AND INTERNATIONAL STUDIES
Judge,1555559,Cursando,TRANSPORTATION SCIENCES AND TECHNOLOGIES
Tahj,1548738,Concluído,NATURAL RESOURCES MANAGEMENT
Meia,1545481,Concluído,COMMERCIAL ART AND GRAPHIC DESIGN
Raam,1562443,Interrompido,LINGUISTICS AND COMPARATIVE LANGUAGE AND LITERATURE
Escanor,1559806,Concluído,ENVIRONMENTAL SCIENCE
Javid,1565894,Interrompido,MISCELLANEOUS BIOLOGY
Rudra,1550331,Cursando,GENERAL AGRICULTURE
Drey,1559088,Concluído,CRIMINOLOGY
Dasiah,1562918,Concluído,INDUSTRIAL PRODUCTION TECHNOLOGIES
Chrystiana,1551143,Concluído,CLINICAL PSYCHOLOGY
Eliany,1537962,Cursando,HUMAN RESOURCES AND PERSONNEL MANAGEMENT
Amada,1539342,Interrompido,AREA ETHNIC AND CIVILIZATION STUDIES
Sianni,1542372,Interrompido,FAMILY AND CONSUMER SCIENCES
Charley,1554876,Interrompido,TEACHER EDUCATION: MULTIPLE LEVELS
Jessenia,1540765,Concluído,COMPOSITION AND RHETORIC
Manolo,1554995,Interrompido,FILM VIDEO AND PHOTOGRAPHIC ARTS
Neri,1560961,Interrompido,NURSING
Chayson,1564010,Concluído,ENGLISH LANGUAGE AND LITERATURE
Bernie,1558133,Interrompido,ACTUARIAL SCIENCE
Jalea,1542254,Concluído,CONSTRUCTION SERVICES
Elysian,1549392,Concluído,INDUSTRIAL AND MANUFACTURING ENGINEERING
Katheryne,1546097,Interrompido,INTERCULTURAL AND INTERNATIONAL STUDIES
Brock,1553804,Interrompido,PHILOSOPHY AND RELIGIOUS STUDIES
Damone,1561982,Concluído,MILITARY TECHNOLOGIES
Denys,1562940,Concluído,PHYSICS
Aahana,1538429,Cursando,FAMILY AND CONSUMER SCIENCES
Esmea,1551390,Cursando,EARLY CHILDHOOD EDUCATION
Nohely,1548541,Cursando,ENGINEERING TECHNOLOGIES
Esme,1565648,Interrompido,BOTANY
Lyniah,1552124,Cursando,BIOLOGICAL ENGINEERING
Lilibet,1544185,Concluído,PLANT SCIENCE AND AGRONOMY
Janea,1548146,Cursando,FINANCE
Nicky,1557885,Interrompido,ARCHITECTURE
Verena,1540276,Concluído,NATURAL RESOURCES MANAGEMENT
Colesyn,1560702,Concluído,BUSINESS MANAGEMENT AND ADMINISTRATION
Seraphine,1539395,Interrompido,MINING AND MINERAL ENGINEERING
Beau,1553126,Concluído,JOURNALISM
Adayah,1542137,Interrompido,SOCIAL PSYCHOLOGY
Aristella,1547753,Interrompido,PHARMACY PHARMACEUTICAL SCIENCES AND ADMINISTRATION
Lianis,1552068,Interrompido,MISCELLANEOUS BIOLOGY
Aren,1555316,Concluído,MATHEMATICS
Camren,1545865,Concluído,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES
Eavan,1547952,Cursando,NUCLEAR ENGINEERING
Rody,1566613,Interrompido,ACTUARIAL SCIENCE
Maelys,1543310,Interrompido,BUSINESS MANAGEMENT AND ADMINISTRATION
Azuria,1549147,Cursando,GENERAL SOCIAL SCIENCES
Issak,1559472,Interrompido,MARKETING AND MARKETING RESEARCH
Jilliana,1546970,Concluído,MICROBIOLOGY
Gilead,1560770,Concluído,MISCELLANEOUS HEALTH MEDICAL PROFESSIONS
Asahn,1559723,Concluído,INDUSTRIAL AND ORGANIZATIONAL PSYCHOLOGY
Keelen,1560862,Cursando,COMPUTER ADMINISTRATION MANAGEMENT AND SECURITY
Sorayah,1542095,Concluído,FAMILY AND CONSUMER SCIENCES
Evannie,1551403,Cursando,INTERNATIONAL RELATIONS
Kyriah,1551977,Concluído,SECONDARY TEACHER EDUCATION
Stuart,1555640,Interrompido,PHYSICS
Loriel,1548373,Concluído,UNITED STATES HISTORY
Sunni,1560022,Cursando,NATURAL RESOURCES MANAGEMENT
Leylah,1538610,Concluído,ART HISTORY AND CRITICISM
Corina,1538970,Cursando,MISCELLANEOUS ENGINEERING
Adalinn,1544985,Concluído,MECHANICAL ENGINEERING RELATED TECHNOLOGIES
Harmon,1545998,Concluído,LIBRARY SCIENCE
Unity,1539538,Concluído,GENERAL EDUCATION
Venecia,1550525,Cursando,ECONOMICS
Erianny,1548009,Concluído,GENERAL MEDICAL AND HEALTH SERVICES
Asaya,1557653,Concluído,ACCOUNTING
Nyiah,1548548,Cursando,EARLY CHILDHOOD EDUCATION
Alen,1555836,Interrompido,CRIMINOLOGY
Danah,1546756,Cursando,BIOLOGY
Rayya,1545573,Cursando,MATHEMATICS TEACHER EDUCATION
Kashmere,1541509,Interrompido,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION
Taten,1562563,Concluído,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES
Leeanne,1546171,Interrompido,INTERNATIONAL RELATIONS
Fulton,1555103,Cursando,CHEMICAL ENGINEERING
Shaul,1556638,Concluído,INFORMATION SCIENCES
Yohanan,1559664,Interrompido,PUBLIC ADMINISTRATION
Lizzet,1552087,Interrompido,CIVIL ENGINEERING
Barron,1554372,Concluído,CRIMINOLOGY
Dreshaun,1562963,Concluído,MICROBIOLOGY
Makenzlee,1549995,Concluído,GENERAL AGRICULTURE
Dasean,1561990,Concluído,COMPUTER SCIENCE
Ary,1542740,Cursando,TREATMENT THERAPY PROFESSIONS
Dayson,1556520,Cursando,MATERIALS SCIENCE
Yazmina,1550573,Concluído,COMPUTER ADMINISTRATION MANAGEMENT AND SECURITY
Suheyla,1544342,Cursando,ACTUARIAL SCIENCE
Coralie,1538326,Interrompido,INTERDISCIPLINARY SOCIAL SCIENCES
Tayler,1558087,Cursando,PETROLEUM ENGINEERING
Ahsaan,1565134,Concluído,UNITED STATES HISTORY
Elowin,1547977,Interrompido,BIOMEDICAL ENGINEERING
Maira,1538037,Cursando,PHILOSOPHY AND RELIGIOUS STUDIES
Mawada,1547205,Concluído,COMMERCIAL ART AND GRAPHIC DESIGN
Han,1556849,Interrompido,COMPOSITION AND RHETORIC
Nainika,1544257,Cursando,OCEANOGRAPHY
Gianlucca,1561365,Interrompido,PHARMACY PHARMACEUTICAL SCIENCES AND ADMINISTRATION
Darlington,1562913,Interrompido,CHEMISTRY
Sela,1541363,Interrompido,COMPUTER PROGRAMMING AND DATA PROCESSING
Gaurik,1564178,Cursando,GENETICS
Arihant,1562755,Cursando,ELEMENTARY EDUCATION
Youyou,1550585,Concluído,ENVIRONMENTAL SCIENCE
Powell,1560987,Cursando,INTERCULTURAL AND INTERNATIONAL STUDIES
Turner,1541379,Concluído,EDUCATIONAL PSYCHOLOGY
Zophia,1540419,Cursando,CRIMINAL JUSTICE AND FIRE PROTECTION
Lilee,1542574,Concluído,ASTRONOMY AND ASTROPHYSICS
Yerelin,1552930,Concluído,MUSIC
Colten,1553883,Interrompido,ZOOLOGY
Darian,1545158,Interrompido,GENERAL AGRICULTURE
Emari,1555247,Interrompido,ACCOUNTING
Thelma,1539948,Cursando,ART AND MUSIC EDUCATION
Francis,1553498,Concluído,"NUCLEAR, INDUSTRIAL RADIOLOGY, AND BIOLOGICAL TECHNOLOGIES"
Davis,1553589,Concluído,MICROBIOLOGY
Niyana,1541558,Cursando,AGRICULTURE PRODUCTION AND MANAGEMENT
Kashvi,1540363,Cursando,MATHEMATICS
Zayvien,1558328,Interrompido,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES
Roarke,1560458,Cursando,COMPUTER PROGRAMMING AND DATA PROCESSING
Daleyla,1551195,Cursando,ENGINEERING AND INDUSTRIAL MANAGEMENT
Barima,1565305,Interrompido,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES
Leila,1535702,Cursando,PRE-LAW AND LEGAL STUDIES
Andrej,1558571,Cursando,COSMETOLOGY SERVICES AND CULINARY ARTS
Adaley,1539788,Interrompido,SCIENCE AND COMPUTER TEACHER EDUCATION
Carey,1562859,Cursando,SOCIAL PSYCHOLOGY
Havannah,1545255,Cursando,MECHANICAL ENGINEERING
Boen,1565347,Interrompido,ACTUARIAL SCIENCE
Greeicy,1549497,Cursando,HUMAN RESOURCES AND PERSONNEL MANAGEMENT
Yilin,1552934,Interrompido,MISCELLANEOUS HEALTH MEDICAL PROFESSIONS
Dehlani,1540200,Concluído,TEACHER EDUCATION: MULTIPLE LEVELS
Siyah,1541824,Cursando,HEALTH AND MEDICAL PREPARATORY PROGRAMS
Emery,1553796,Concluído,LIBERAL ARTS
Merlin,1544242,Cursando,FILM VIDEO AND PHOTOGRAPHIC ARTS
Julietta,1537021,Concluído,CIVIL ENGINEERING
Rihan,1552545,Concluído,INTERDISCIPLINARY SOCIAL SCIENCES
Azaiah,1554205,Cursando,GENETICS
Katharina,1541511,Interrompido,MILITARY TECHNOLOGIES
Cassell,1565401,Concluído,HUMANITIES
Soleil,1536487,Concluído,COMPUTER AND INFORMATION SYSTEMS
Nyeem,1562409,Interrompido,GEOSCIENCES
Dimitra,1549341,Concluído,MISCELLANEOUS HEALTH MEDICAL PROFESSIONS
Crimsyn,1545143,Concluído,ARCHITECTURAL ENGINEERING
Daijon,1564035,Concluído,MISCELLANEOUS SOCIAL SCIENCES
Amrit,1547708,Cursando,MISCELLANEOUS BIOLOGY
Akali,1546587,Concluído,HEALTH AND MEDICAL ADMINISTRATIVE SERVICES
Josaan,1565965,Interrompido,PETROLEUM ENGINEERING
Nihan,1561617,Concluído,GENETICS
Anni,1542733,Cursando,OPERATIONS LOGISTICS AND E-COMMERCE
Bash,1557662,Concluído,ART AND MUSIC EDUCATION
Rhae,1550299,Interrompido,MASS MEDIA
Chesney,1537743,Concluído,MATHEMATICS TEACHER EDUCATION
Kashon,1560849,Concluído,CRIMINOLOGY
Luba,1547140,Interrompido,NEUROSCIENCE
Koa,1553578,Interrompido,SCIENCE AND COMPUTER TEACHER EDUCATION
Yue,1543060,Cursando,SOCIOLOGY
Zehaan,1567001,Concluído,HUMANITIES
Zanaria,1548848,Cursando,SCIENCE AND COMPUTER TEACHER EDUCATION
Copper,1549277,Concluído,FORESTRY
Alexxis,1548969,Interrompido,MISCELLANEOUS BIOLOGY
Kesean,1560358,Cursando,COMMUNICATIONS
Fauna,1548034,Concluído,GENERAL SOCIAL SCIENCES
Daiana,1540097,Concluído,HUMAN SERVICES AND COMMUNITY ORGANIZATION
Kainoa,1554917,Cursando,BOTANY
Zosia,1540420,Interrompido,FOOD SCIENCE
Lisbeth,1538786,Interrompido,MECHANICAL ENGINEERING
Julieanne,1551760,Concluído,GENETICS
Linah,1552077,Interrompido,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION
Daylen,1554437,Concluído,GENERAL ENGINEERING
Marcus,1553260,Interrompido,COMPUTER NETWORKING AND TELECOMMUNICATIONS
Kosisochukwu,1549843,Interrompido,MISCELLANEOUS SOCIAL SCIENCES
Lynnae,1549956,Interrompido,POLITICAL SCIENCE AND GOVERNMENT
Vetri,1562601,Interrompido,DRAMA AND THEATER ARTS
Etzio,1565650,Cursando,LINGUISTICS AND COMPARATIVE LANGUAGE AND LITERATURE
Macklen,1557188,Cursando,MATHEMATICS
Elia,1556842,Cursando,ACCOUNTING
Kalissa,1543683,Concluído,MATHEMATICS AND COMPUTER SCIENCE
Ahkeem,1558558,Interrompido,MULTI/INTERDISCIPLINARY STUDIES
Dirk,1557970,Interrompido,"NUCLEAR, INDUSTRIAL RADIOLOGY, AND BIOLOGICAL TECHNOLOGIES"
Mehr,1541326,Concluído,MISCELLANEOUS PSYCHOLOGY
Rixon,1561672,Interrompido,STUDIO ARTS
Julez,1558875,Concluído,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION
Canon,1554698,Concluído,ACTUARIAL SCIENCE
Edwyn,1559426,Cursando,LIBERAL ARTS
Nektarios,1566420,Interrompido,COMMERCIAL ART AND GRAPHIC DESIGN
Ameera,1536865,Concluído,BUSINESS MANAGEMENT AND ADMINISTRATION
Tayte,1563650,Interrompido,PHYSICAL FITNESS PARKS RECREATION AND LEISURE
Kemar,1559891,Concluído,POLITICAL SCIENCE AND GOVERNMENT
Beniyas,1562814,Concluído,INTERCULTURAL AND INTERNATIONAL STUDIES
Ardyn,1560614,Cursando,GENERAL EDUCATION
Jaedyn,1546026,Concluído,MATHEMATICS
Kearie,1549767,Interrompido,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION
Abdullahi,1555368,Cursando,INFORMATION SCIENCES
Blessin,1540872,Concluído,COMPOSITION AND RHETORIC
Giara,1549486,Cursando,CLINICAL PSYCHOLOGY
Aarianna,1548878,Concluído,MISCELLANEOUS SOCIAL SCIENCES
Jaydee,1543231,Concluído,SOCIAL WORK
Evalani,1549433,Concluído,MOLECULAR BIOLOGY
Chidera,1562872,Interrompido,STUDIO ARTS
Demier,1565522,Concluído,TEACHER EDUCATION: MULTIPLE LEVELS
Karla,1536190,Cursando,MASS MEDIA
Jahcere,1562156,Interrompido,OCEANOGRAPHY
Srinika,1539194,Interrompido,PHYSICS
Alphonse,1555572,Cursando,AEROSPACE ENGINEERING
Reality,1544840,Concluído,GENERAL SOCIAL SCIENCES
Riyansh,1557104,Concluído,FILM VIDEO AND PHOTOGRAPHIC ARTS
Kellin,1551872,Interrompido,PHILOSOPHY AND RELIGIOUS STUDIES
Gregory,1553518,Interrompido,MISCELLANEOUS BIOLOGY
Walker,1537180,Concluído,PHILOSOPHY AND RELIGIOUS STUDIES
Caprice,1542461,Concluído,ECONOMICS
Leliana,1540789,Concluído,MISCELLANEOUS SOCIAL SCIENCES
Eddy,1546793,Cursando,MULTI-DISCIPLINARY OR GENERAL SCIENCE
